Location;Operator
Rochester, New York;Mohawk Airlines
Mt. Ngatamahinerua, New Zealand;New Zealand National Airways
Near Irkutsk, Russia;Aeroflot
Farafangana, Madagascar;Air Madagascar
Pak Tha, Laos;Air America
Off Bandra, Maharashtra, India;United Arab Airlines
Wemmershoek Mountains, South Africa;Military - South African Air Force
Lyon, France;Air Inter
Near Great Falls, Montana;American Air  Export & Import Co.
Hachijo-Jima Island, Japan;Fujita Koku Kabushki Kai
Near Leningrad , Russia;Aeroflot
Off Miami, Florida;Military - U.S. Air Force / Military -  U.S. Air Force
Durrenasch, Aargau, Switzerland;Swissair
Perpignan, France;Air Nautic
Near Patti, India;Indian Airlines
Off Dover, Deleware;Military - U.S. Air Force
Near Marseilles, France;Aeronaves de Panama
Jamaica, New York;New York Airways
Near Aswan, Egypt;Military - Soviet Air Force
Hayes Island, Russia;Aeroflot
Near Tisbury, England;British Aircraft Corporation
Mariehamn, Aaland Island, Finland;Finnair
Ste. Therese de Blainville, Canada;Trans Canada Air Lines
Near Nederland, Colorado;Zantop Air Transport
Elkton, Maryland;Pan American World Airways
Gazni, Afghanistan;Trans Mediterranean Airways
Cairo, Egypt;Misrair
Los Angeles, California;Western Airlines
Zarate, Argentina;Aerolineas Litoral Argentina
Prescott, Arizona;Commercial Air Taxi
Near Ankara, Turkey;Turkish Airlines (THY)
Gainsville, Florida;South Central Airlines
Yacuiba, Bolivia;Lloyd Aéreo Boliviano
Freeport, Bahamas;Private air taxi
Detroit, Michigan;Commercial Air Taxi
Banihal Pass, India;Military - Indian Air Force
Marawi, Philippines;Philippine Air Lines
Barrackpore, India;Military - Indian Air Force
Near Forsyth, Montana;Commercial Air Taxi
Lake Pontchartrain, New Orleans, Louisiana;Eastern Air Lines
Oita, Japan;Fuji Airlines
Near Innsbruck, Austria;British Eagle International Airlines
Near Zephyr Cove, Nevada;Paradise Airlines
Bogota, Colombia;Taxi Aereo de Santander
Near Chicago Illinois;Snow Valley Ski Lines
Boston, Massachutes;Slick Airways - Cargo
Miles City, Montana;Frontier Airlines
Near Danbury, North Carolina;Commercial Air Taxi
Mt. Vesuvius, Italy;Alitalia
North PacifiOcean;Private - Facilities Management Co.
Hargeisa, Somalia;Aden Airways
Dahran, Saudi Arabia;Middle East Airlines
Elim, Alaska;Wein Alaska Airlines Inc.
San Ramon, California;PacifiAir Lines
Cerro El Gaital, Panama;Military - Argentine Air Force
Near Lima, Peru;Fuerza Aérea Argentina
Papanga, Philippines;Military - U.S. Air Force
Sibuco Point ,Philippines;Philippine Air Lines
;VASP
Mason, Texas;Commercial Air Taxi
;Saudi Arabian Airlines
Southhampton, Massachusetts;Private - Air Taxi
Taichung, Taiwan;Civil Air Transport
Off Palma de Mallorca, Spain;TASSA
Martinsville, Virginia;Commercial Air Taxi
Knoxville, Tennessee;United Air Lines
Rome, Italy;Trans World Airlines
Parrottsville, Tennesee;United Air Lines
Reno, Nevada;Commercial Air Taxi
Richmond, Virginia;Eastern Air Lines
Near Nashville, Tennesee;Private
Willow, Alaska;Commercial Air Taxi
East Falmouth, Massachusetts;Wiggins Airways
Near Tipuani (Bolivia;Servicios Aéreos Cochabamba
Island of Sakhalin, Russia;Aeroflot
Pico da Caledonia, Brazil;VASP
Near Vaong Nong, Thailand;Military - Royal Thai Air Force
Near Condoto, Colombia;AVIANCA
Near Trevelez, Granada, Spain;Union des Transportes Aeriens
Addis Ababa, Ethiopia;Interocean
Near Sibiu, Romania;Tarom
Crown King, Arizona;Commercial Air Taxi
Near Belgrade, Yugoslavia;Military - Soviet Air Force
Branson, Colorado;Mustang Aviati
Las Vegas, Nevada;Bonanza Airlines
Off Argentia, Newfoundland, Canada;Military - U.S. Navy
Bao Trai, Vietnam;Air America
Leopoldville, Zaire;Air Congo
Fayetteville, Arkansas;Commercial Air Taxi
Tripuani, Bolivia;Aerolineas Abaroa
Near Da Nang, South Vietnam;Military - Vietnamese Air Force
Near Kaliba, Philippines;Fleming Airways System Transport
Yurimaguas, Peru;SATCO
Near San Francisco, California;Flying Tiger Line
Near Turrialba, Costa Rica;Lineas Aéreas Sud Americana
Detroit, Michigan;Zantop Air Transport
Kla City, Oklohoma;Alva Aircraft Service - Taxi
Fairbanks, Alaska;Fairbanks Air Service - Taxi
Wichita, Kansas;Military - U.S. Air Force
Near Durango, Mexico;Aerovias del Norte
Mt. Helmos. Greece;Military - U.S. Air Force
Garoua, Cameroon;Air Cameroon
San Jose Volcano, Chile;LAN
Off Jones Beach, New York, New York;Eastern Air Lines
Miami, Florida;Aerolineas El Salvador
Mt. Nakanoone, Japan;Zen Nippon
South Beach, New York;Air Taxi
Fort Smith AFB, Oklahoma;Military - U.S. Air Force
Libmanan, Philippines;Fairways
Kuybyshev,  Russia;Aeroflot
Musquodoboit, Canada;Eastern Provincial Airways
Sugar Loaf Mountain, Colombia;AVIANCA
Off San Juan, Puerto Rico;Military - Royal Canadian Air Force
Lowery Pass, Pakistan;Pakistan International Airlines
Off Tangiers, Morocco;Iberia Airlines
Bellfontaine, Ohio;Ortner Air Service - Taxi
Near Damascus, Syria;Alia Royal Jordanian Airlines
Jersey, UK;British United Airways
Johnstown, Pennsylvania;Baker Aero Inc. - Taxi
Near Seattle, Washington;Aaxico Airlines
;Iberia Airlines
Cairo, Egypt;Pakistan International Airlines
Near Colombus, Georgia;Military - U.S. Army / Military - U.S. Army
Near Santa Ana, California;Military - U.S. Air Force
San Francisco, California;Pan American World Airways
Kansas City, Missouri;Continental Airlines
Near Patian, Pakistan;Pakistan International Airlines
Near Oxford, England;Military -Royal Air Force
Cairo, Egypt;Military - Soviet Air Force
Dog Creek, British Columbia, Canada;Canadian PacifiAir Lines
Off Nantucket, Massachusetts;Military - U.S. Air Force
St. Thomas, Virgin Islands;Virgin Islands Airways
Off Choushi, Japan;Military - Japan Maritime Self Defense Force
Near Libacao, Philippines;Military - Philippine Air Force
Panama City, Panama;Rutas Internacionales Peruanes
Near Cuiaba, Brazil;Paraense Transportes Aéreos
Lake Michigan, near Chicago, Illinois;United Air Lines
Jeuk, Belgium;LOT Polish Airlines
Hong Kong;Military - U.S. Marine Corps
Lake Tustumena, Alaska;Cordova Airlines
Near La Carlota, Phillipines;Filipinas Orient Airways
Gore, Ethiopia;Ethiopian Airlines
Near Pastaza, Ecuador;TAO
Quang Ngai, South Vietnam;Air Vietnam (South Vietnam)
Montserrat, Antigua;Pan American World Airways
Santiago, Chili;Military - Chilian Air Force
Bucaramanga, Colombia;AVIANCA
Mohanbari, India;Kalinga Airlines
Near Hanoi, Vietnam;International Control Commision
Near Manila, Philippines;Philippine Air Lines
London, England;British European Airways
Obock, French Somaliland;Military - French Air Force
Off Northern Panama;Military - Argentine Air Force
Near Boqueron, Colombia;Aerolineas TAO
Cincinnati Airport, near Covington, Kentucky;American Airlines
Murmansk, Russia;Aeroflot
Salt Lake City, Utah;United Air Lines
Maui, Hawaii;Skyway Air  - Taxi
Near Palm Springs, California;Paul Kelly Flying Service Inc.
Salt Lake City , Utah;Edde Airlines
Carmel, New York;Trans World Airlines / Eastern Air Lines
Cerro el Planchon, Chile;Aeropesca Colombia
Tenerife, Canary Islands;Spantax
Near Tuy Hoa, South Vietnam;Military - U.S. Air Force
Kingman, Arizona;Air Taxi
Legaspi, Philippines;Air Manila
Redericksburg, Texas;Ray A. Gardner - Taxi
Near Palembang, Sumarta, Indonesia;Garuda  Indonesia Airlines / Garuda Indonesia Airlines
Off Cartagena, Colombia;AVIANCA
Port-au-Prince, Haiti;COHATA
Mont Blanc, French Alps, Switzerland;Air India
Near Binh Khe, South Vietnam;Military - U.S. Air Force
Erie, Pennsylvania;Devener Flying Service - Taxi
Bremen, Germany;Lufthansa
Tokyo Bay, Japan;All Nippon Airways
Srinagar, India;Indian Airlines
Mattoon, Illinois;Beatty Flying Service - Taxi
Delh, India;Indian Airlines
Near Milan, Italy;Belgian International Air Services
Near Tokyo, Japan;Canadian PacifiAir Lines
Hideaway Park, Colorado;Alamo Airways
Near Gotemba City, Mt. Fuji, Japan;British Overseas Airways
Santa Cruz Island, California;Bassett Complany - Taxi
Reef Island, Alaska;
Athens, Greece;Trans Mediterranean Airways
Cairo, Egypt;United Arab Airlines
Asuncion, Paraguay;Servicios Americanos
Princeston, West Virginia;Layman Weikle - Taxi
Off San Diego, California;Military - U.S. Navy
Sam Neua, Laos;Continental Air Services
Near Ardmore, Oklahoma;American Flyers Airline
Tomas, Peru;LANSA
Near Di Linh, South Vietnam;Military - U.S. Army
Neah Bay, Washington;Kurtzer Flying Service - Taxi
Okinawa, Japan;Military - U.S. Air Force
Near Columbia City, Indiana;Zantop Air Transport
Montreal, Quebec, Canada;Nordair
Long Beach, Mississippi;McCoy Flying Service - Taxi
Ashland, Alabama;Lackey Aero Company - Taxi
Sagalyan, Philippines;Philippine Air Lines
Auckland, New Zealand;Air New Zealand
Near Munster, Indiana;Private - Mainline Aviation
Benito, Bolivia;Lloyd Aéreo Boliviano
Near Falls City, Nebraska;Braniff Airlines
Near Sibiu, Romania;Tarom
Near Acapulco, Mexico;Aeronaves de Mexico
Anchorage, Alaska;NC Simpson - Taxi
Hebron, Ohio;Richland Aviation  - Taxi
Near Da Nang, South Vietnam;Military - U.S. Marine Corps
Puertos Lobos, Argentina;Aerovias Halcon
Near Juneau, Alaska;Alaska Coastal Airlines
Near Ljubljana, Slovenia, Yugoslavia;Britannia Airways
Mumbai, Indian;Indian Airlines
Off Puertito de Sausal, Spain;Iberia Airlines
Winton, Australia;Ansett ANA
Bogota, Colombia;Avianca
Near Wemme, Oregon;West Coast Airlines
An Khe, Vietnam;Military - U.S. Army
Off Morgan City, Louisiana;Petroleum Helicopter
Near Sukhumi, Georgia, USSR;Aeroflot
Dowagiac, Michigan;Warsaw Aviation - Taxi
Heflin, Alabama;Gastonia Aviation - Taxi
East Nassau, New York;Chester Airport
Off Chatham, Massachusetts;Military - U.S. Air Force
Off Matsuyama, Japan;All Nippon Airways
Near Dallgow, Germany;Pan American Airways
Near New Bern, North Carolina;Piedmont Airlines
Near Aden, Yemen;Aden Airways
Near Bratislava, Czechoslovakia;Transportno Aviatsionno Bulgaro-Soviet Obshchestvo
Near Siagon, South Vietnam;Military - U.S. Air Force
Near Pedrera, Brazil;Cruzeiro do Sul
Moscow, Russia;Aeroflot
Bogota, Colombia;Aerocondor de Colombia
Binh Tahi, Da Nang, Vietnam;Flying Tiger Line
Cascubel River, Colombia;AVIANCA
New Shrewsbury, New Jersey;Red Bank Air Taxi
Hilo, Hawaii;Channel Air Lift
Off Okisu, Japan;Military - Japan Maritime Self Defense Force
AtlantiOcean;Air Taxi
Frankfurt, Germany;Air Ferry
Aleppo, Syria;Syrian Arab Airlines
Near Curitiba, Brazil;Sadia
Albuquerque, New Mexico;Avanti Aviation -Air Taxi
Near Hourghada, UAR;Misrair
Near Mexico City, Mexico;Cubana de Aviacion
Zurich, Switzerland;Swissair
Youngstown, Ohio;Vercoa Air Service - Air Taxi
Menado, Indonesia;Garuda Indonesia Airlines
Tegucigalpa, Honduras;Sahsa Airlines
Mactan, Philippines;Philippine Air Lines
Monrovia, Liberia;Varig
Near Marseille, Ohio;Lake Central Airlines
Karachi, Pakistan;Compagnie Air Transport
Urbana, Ohio;Trans World Airlines / Private
Near Phan Rang, South Vietnam;Military - U.S. Navy
Near Klamath Falls, Oregon;West Coast Airlines
Mt Visenti, Italy;Aeralpi
Off East London, South Africa;South African Airways
Kodiak, Alaska;Harvey's Flying Service - Air Taxi
Greenwood, Mississippi;Harold E. Bell - Air Taxi
New Orleans, Louisiana;Delta Air Lines
Phelan, California;Ace Flying Service
Off Lima, Peru;Caribbean Airlines
Lexington, Kentucky;Lexington Air Taxi
Seoul, South Korea;Military - Republiof South Korea Air Force
Tamanrasset, Algeria;Air Algerie
Near Mamuniyeh, Iran;Military - Imperial Iranian Air Force
Near Nicosia, Cyprus;Globe Air
Off Nantucket, Massachusetts;Military - U.S. Air Force
Near Sogamosa, Colombia;AVIANCA
Malaybalay, Philippines;Pelita Air Service
Off Tsushima Island , Japan;Military - U.S. Navy
Flushing, New York;Greylock Airways / Private
New Castle, Virginia;Greenbriar Airways
El Plumerillo, Chile;Military - Chilean Air Force
Cape Dyer, Canada;Nordair
Ottawa, Ontario, Canada;Air Canada
Mt. Canigou, near Roussillon, France;Air Ferry Ltd
Stockport, Cheshire, England;British Midland Airways
Near Siagon, Vietnam;Military - U.S. Air Force
Jedda, Saudi Arabia;Saudi Arabian Airlines
Dublin, Ireland;Aer Turas
Near La Paz, Mexico;Aeronaves de Mexico
Near Coari, Brazil;Military - Brazilian Air Force
Near Dien Bien Phu, Vietnam;Military - U.S. Air Force
An Khe, South Vietnam;Military - U.S. Air Force
Dublin, Ireland;Aer Lingus
Siagon, Vietnam;Military - U.S. Air Force
Blossburg, Pennsylvania;Mohawk Airlines
Near Jacksonville, North Carolina;Military - U.S. Marine Corps/Military - U.S. Marine Corps
Khamis Mushait, Saudi Arabia;Saudi Arabian Airlines
Kai Tak, Hong Kong;Thai International
Bacolod, Philippines;Philippine Air Lines
Tananarive, Malagasy Republic;Air Madagascar
Near Hendersonville, North Carolina;Piedmont Airlines / Private
Near Luang Prabang, Laos;Vehu Akat
Near Luang Prabang, Laos;Taiwan Aviation
Grand Canyon, Arizona;Hudgin Air Service
Spitzberg, Norway;Military - French Air Force
Near Bao Loc, Vietnam;Military - U.S. Air Force
Near Gander, Newfoundland, Canada;Ceskoslovenske Aerolinie
Farmington, New Mexico;Lester C. Bush - Air Taxi
Near Huong Thuy, South Vietnam;Military - U.S. Air Force
Isle Culebra, Puerto Rico;Inter Island Air - Air Taxi
Off Rhodes, Greece;British European Airways
Camden, Arizona;Bruns Air Service - Air Taxi
South Vietnam;China Airlines (Taiwan)
Calhoun, Georgia;Crest Airlines - Air Taxi
Fernhurst, Sussex, England;Iberia Airlines
Hong Kong, China;Cathay PacifiAirways
Cincinnati, Ohio;Trans World Airlines
Near Sverdlovsk, Russia;Aeroflot
Cincinnati International Airport, Covington/Hebron, Kentucky;Trans World Airlines
Juneau, Alaska;Livingston Helicopter - Air Taxi
Sanger, California;Priority Air - Air Taxi
Near Qui Nhon, South Vietnam;Military - U.S. Air Force
Muong Soui, Laos;Lao Cathay Airlines
Carpich Huanuco Mt., Peru;Faucett
Near Madison, Wisconsin;Private
Hanalei, Hawaii;Kauai Helicopter - Air Taxi
Corona, New Mexico;Tulakes Aviaiton - Air Taxi
Creag Bhan, England;Military - Royal Air Force
Denver, Colorado;Frontier Airlines
Chiang Mai, Thailand;Thai Airways
Liepaja, Latvia;Aeroflot
New Orleans, Louisiana;Executive Air - Air Taxi
San Diego, California;Imperial Comm - Air Taxi
Tanana, Alaska;Tanana Air Taxi
Near Quang Tri, South Vietnam;Military - U.S. Marine Corps
Near Copper Canyon, Nevada;Military - U.S. Marine Corps
Zifta, Egypt;United Arab Airlines
Iwakuni, Japan;Mililtary - U.S. Navy
Minot AFB, North Dakota;Military - U.S. Air Force
Moroni, Comoro Islands;Air Comores
Off Phu Quoc, Vietnam;Military - U.S. Navy
Vancouver, Canada;Canadian PacifiAir Lines
Northern India;Military - Indian Air Force
Linkuo, Taiwan;Civil Air Transport
Eureka, Utah;Havasu City Air - Air Taxi
Ban Napa, Laos;Royal Air Lao
Near Bratsk, Russia;Aeroflot
Basse-Terre, Guadeloupe, West Indies;Air France
Near Khe Sanh, South Vietnam;Military - U.S. Air Force
Off Panay Island, Philippines;Air Manila
Near Saint Denis, Reunion;Military - French Air Force
Potters Cove, Rhode Island;Viking Airways - Air Taxi
St. Louis, Missouri;Fortaire Aviation - Air Taxi
Off Wexford Harbor, Ireland;Aer Lingus
St. Louis, Missouri;Ozark Air Lines / Private
Near Moscow, Russia;Military - Russian Air Force
Off Phu Quoc, Vietnam;Military - U.S. Navy
Heathrow Airport, London, England;British Overseas Airways
Near Coyhaique, Chile;Ladeco
Dahlonega, Georgia;Canair Corp. - Air Taxi
Near Mexico City, Mexico;Aerovias Rojas
Mull of Kintyre, England;Military - Royal Air Force
Near Cheo Reo, South Vietnam;Military - U.S. Army / Military - U.S. Army
Near Windhoek, South Africa (Namibia);South African Airways
Moscow, Russia;Aeroflot
Carpenteria, California;Utility Helocopter - Air Taxi
Near Chaklala, West Pakistan;Military - Pakistan Air Force
Near Dawson, Texas;Braniff Airlines
Got el Afraq, Libya;Military - Royal Air Force
Kham Duc, Vietnam;Military - U.S. Air Force
Pelliston, Michigan;Phillips Flying Service - Air Taxi
Paramount, California;Los Angeles Airways
Near Bombay, India;Garuda Indonesia Airlines
Vidalia, Georgia;Houston-Beech - Air Taxi
Calcutta, India;Pan American World Airways
San Sebastian, Spain;Rinaldo Piaggio
Yuhnov, Russia;Military Soviet  Air Force - Aeroflot
Near Bearcat, South Vietnam;Military - U.S. Army
Vichy, Missouri;Purdue Airlines Inc.
London, England;BKS Air Transport
Ft. Lauderdale, Florida;Red Aircraft Service - Air Taxi
Near Dharan, Saudi Arabia;Saudi Arabian Airlines
Near Lagos, Nigeria;Sabena
Gravata, Brazil;Varig
Off Chili;Aerolineas Flecha Austral
Near Recife Brazil;Military - U.S. Air Force
Jamestown, Rhode Island;Mid Island Air - Air Taxi
Near Milan, Italy;Aitalia
Milwaukee, Wisconsin;North Central Airlines / Private
Pfaffenhofen, Germany;British Eagle International Airlines
Charleston, West Virginia;Piedmont Airlines
AtlantiOcean;Continental Air Transport
Compton, California;Los Angeles Airways
Off Port Said, Egypt;United Arab Airlines
Near Maturin, Venezuela;Linea Aeropostal Venezolana
Lopez, Washington;Island Sky Ferry - Air Taxi
Near Odda, Norway;Westwing
Near Burgas, Bulgaria;Bulair TABSO
Flushing, New York;Far Aviation - Air Taxi / Speeds Flying - Air Taxi
Off Cap d'Antibes, France;Air France
Wake Island;Military - U.S. Air Force
Port Harcourt, Biafra, Nigeria;Pan African Airlines
Kenai, Alaska;Kenai Air Service - Air Taxi
Near Camp Evans, Vietnam;Military - U.S. Air Force
Near Camp Evans, South Vietnam;Military - U.S. Air Force / Military -  U.S. Army
Las Vegas, Nevada;Catalina - Vega - Air Taxi
Puerto Cortes, Costa Rica;Aerovias del Valle
Derry, Pennsylvania;Augusta Aviaiton - Air Taxi
Near Prague, Czechoslovakia;Ceskoslovenske Aerolinie
Near Izmir, Turkey;Military - Turkish Air Force
Feijó, Brazil;Cruzeiro
Near Ban Me Thuot, South Vietnam;Military - U.S. Air Force
Hanover, New Hampshire;Northeast Airlines
Barrow, Alaska;Barrow Air Service - Air Taxi
San Francisco, California;Japan Air Lines
Santa Ana, California;Cable Commuter
Savannakhet, Laos;Air America
